0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
SRX248769,hg38,TFs and others,RB1,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"34344609,97.4,22.6,4887",GSM1095936: UBN1 ChIP; Homo sapiens; ChIP-Seq,source_name=UBN1 ChIP,cell type=HeLa,"chip antibody=Rb pAb UBN1-1358 (Banumathy et al., 2009)",,SRX2488430,hg38
SRX248894,hg38,TFs and others,SFPQ,Prostate,LNCAP,Primary Tissue=Prostate|Tissue Diagnosis=Carcinoma,"37046854,81.0,3.9,784",GSM1097496: PSF Vehicle ChIP; Homo sapiens; ChIP-Seq,source_name=prostate cancer cells,cell line=LNCaP,treatment=ethanol (Vehicle) treatment,chip antibody=PSF,,
SRX248895,hg38,TFs and others,SFPQ,Prostate,LNCAP,Primary Tissue=Prostate|Tissue Diagnosis=Carcinoma,"45942060,72.1,4.7,840",GSM1097497: PSF R1881 ChIP; Homo sapiens; ChIP-Seq,source_name=prostate cancer cells,cell line=LNCaP,treatment=R1881 10 nM treatment,chip antibody=PSF,,
SRX248930,hg38,TFs and others,ERG,Blood,CD34+,,"25609398,97.5,25.4,862",GSM1097879: CD34 ERG ChIP-seq; Homo sapiens; ChIP-Seq,source_name=CD34+ cells,"chip antibody=ERG (Santa Cruz, sc-354X), A2510 &amp; H1612",cell type=CD34+ cells,,,
SRX248931,hg38,TFs and others,FLI1,Blood,CD34+,,"25445200,98.1,49.3,8678",GSM1097880: CD34 FLI1 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=CD34+ cells,"chip antibody=FLI1 (Abcam ab15289), GR46872-1",cell type=CD34+ cells,,,
SRX248932,hg38,TFs and others,TAL1,Blood,CD34+,,"25209022,97.7,18.8,617",GSM1097881: CD34 SCL ChIP-seq; Homo sapiens; ChIP-Seq,source_name=CD34+ cells,"chip antibody=SCL (Santa Cruz, sc-12984X), B2312",cell type=CD34+ cells,,,
SRX248933,hg38,TFs and others,LYL1,Blood,CD34+,,"25513926,97.1,55.0,1326",GSM1097882: CD34 LYL1 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=CD34+ cells,"chip antibody=LYL1 (Abcam, ab30334-200), 383134",cell type=CD34+ cells,,,
SRX248934,hg38,TFs and others,GATA2,Blood,CD34+,,"25504469,98.3,62.5,5799",GSM1097883: CD34 GATA2 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=CD34+ cells,"chip antibody=GATA2 (Santa Cruz, sc-9008x) I0109",cell type=CD34+ cells,,,
SRX248935,hg38,TFs and others,RUNX1,Blood,CD34+,,"25487235,98.2,44.7,7472",GSM1097884: CD34 RUNX1 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=CD34+ cells,"chip antibody=RUNX1 (Abcam, ab23980-100), 700492",cell type=CD34+ cells,,,
SRX248936,hg38,TFs and others,LMO2,Blood,CD34+,,"25467874,98.5,22.1,646",GSM1097885: CD34 LMO2 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=CD34+ cells,"chip antibody=LMO2 (R&amp;D, AF2726), VHX0111051",cell type=CD34+ cells,,,
SRX2493169,hg38,TFs and others,AATF,Blood,NALM-6,Primary Tissue=Blood|Tissue Diagnosis=Leukemia,"76039305,17.7,55.7,349",GSM2459096: AATF ChIPSeq NALM; Homo sapiens; ChIP-Seq,source_name=B-Cell,cell line=NALM-6,cell type=B-cell,"chip antibody=anti-Che-1 (Bethyl, A301-032A)",,
SRX250091,hg38,TFs and others,MYC,Breast,MDA-MB-453,"Primary Tissue=Breast|Site of Extraction=Effusion, Pericardial|Tissue Diagnosis=Carcinoma","221767147,78.3,49.6,47822","GSM1099029: MYC ChIP-seq, 6h DHT treatment; Homo sapiens; ChIP-Seq","source_name=MYC ChIP-seq, 6h DHT treatment",cell line=MDA-MB-453,cell type=breast cancer,chip antibody=sc-764 Santa Cruz,,
SRX250092,hg38,TFs and others,AR,Breast,MDA-MB-453,"Primary Tissue=Breast|Site of Extraction=Effusion, Pericardial|Tissue Diagnosis=Carcinoma","149360627,92.0,37.4,57402","GSM1099030: AR ChIP-seq, 16h DHT treatment; Homo sapiens; ChIP-Seq","source_name=AR ChIP-seq, 16h DHT treatment",cell line=MDA-MB-453,cell type=breast cancer,chip antibody=sc-816 Santa Cruz,,
SRX250093,hg38,TFs and others,FOXA1,Breast,MDA-MB-453,"Primary Tissue=Breast|Site of Extraction=Effusion, Pericardial|Tissue Diagnosis=Carcinoma","143622799,89.3,54.2,91694","GSM1099031: FOXA1 ChIP-seq, 16h DHT treatment; Homo sapiens; ChIP-Seq","source_name=FOXA1 ChIP-seq, 16h DHT treatment",cell line=MDA-MB-453,cell type=breast cancer,chip antibody=ab23738 Abcam,,
SRX250094,hg38,TFs and others,TCF7L2,Breast,MDA-MB-453,"Primary Tissue=Breast|Site of Extraction=Effusion, Pericardial|Tissue Diagnosis=Carcinoma","30500106,96.3,13.4,3935","GSM1099032: TCF7L2 ChIP-seq, 16h DHT treatment; Homo sapiens; ChIP-Seq","source_name=TCF7L2 ChIP-seq, 16h DHT treatment",cell line=MDA-MB-453,cell type=breast cancer,chip antibody=sc-8631 Santa Cruz,,
SRX250095,hg38,TFs and others,TCF7L2,Breast,MDA-MB-453,"Primary Tissue=Breast|Site of Extraction=Effusion, Pericardial|Tissue Diagnosis=Carcinoma","172948154,95.3,66.6,35237",GSM1099033: TCF7L2 ChIP-seq vehicle treatment; Homo sapiens; ChIP-Seq,source_name=TCF7L2 ChIP-seq vehicle treatment,cell line=MDA-MB-453,cell type=breast cancer,chip antibody=sc-8631 Santa Cruz,,
SRX2505193,hg38,TFs and others,MTOR,Prostate,LNCAP,Primary Tissue=Prostate|Tissue Diagnosis=Carcinoma,"77104580,97.7,6.5,87895",GSM2463796: Control mTOR ChIP-seq.bam.bigwig; Homo sapiens; ChIP-Seq,source_name=LNCaP human prostate cancer cell line treated with vehicle for 48h,cell line=LNCaP prostate tumor cell line,treatment=control,chip antibody=mTOR,,
SRX2505194,hg38,TFs and others,MTOR,Prostate,LNCAP,Primary Tissue=Prostate|Tissue Diagnosis=Carcinoma,"83344499,95.3,5.8,126472",GSM2463797: R1881 mTOR ChIP-seq.bam.bigwig; Homo sapiens; ChIP-Seq,source_name=LNCaP human prostate cancer cell line treated with R1881 for 48h,cell line=LNCaP prostate tumor cell line,treatment=R1881,chip antibody=mTOR,,
SRX2510812,hg38,TFs and others,NELFA,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"13727939,97.2,0.7,7941",GSM2465091: B-NELF-Flavo-0-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,treatment=1 h 1 µM flavopiridol,antibody=NELF-A (A-20) (SCBT sc-23599),,
SRX2510813,hg38,TFs and others,NELFA,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"14225721,97.0,0.7,8793",GSM2465092: B-NELF-Flavo-35min-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,"treatment=1 h 1 µM flavopiridol, then 35 min 300 µM H2O2",antibody=NELF-A (A-20) (SCBT sc-23599),,
SRX2510820,hg38,TFs and others,SUPT5H,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"12536110,97.1,1.3,1808",GSM2465099: C-DSIF-Flavo-0-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,"treatment=40 min 1 µM flavopiridol, then 20 min 0.05% DMSO",antibody=SPT5 (H-300) (SCBT sc-28678),,
SRX2510821,hg38,TFs and others,SUPT5H,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"11478508,97.6,1.2,731",GSM2465100: C-DSIF-Flavo-10min-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,"treatment=40 min 1 µM flavopiridol, then 20 min 0.05% DMSO, then 10 min 300 µM H2O2",antibody=SPT5 (H-300) (SCBT sc-28678),,
SRX2510822,hg38,TFs and others,SUPT5H,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"14363985,96.0,1.3,3889",GSM2465101: C-DSIF-Flavo-PJ34-0-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,"treatment=40 min 1 µM flavopiridol, then 20 min 20 µM PJ34",antibody=SPT5 (H-300) (SCBT sc-28678),,
SRX2510823,hg38,TFs and others,SUPT5H,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"13474637,97.3,1.3,1611",GSM2465102: C-DSIF-Flavo-PJ34-10min-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,"treatment=40 min 1 µM flavopiridol, then 20 min 20 µM PJ34, then 10 min 300 µM H2O2",antibody=SPT5 (H-300) (SCBT sc-28678),,
SRX2510824,hg38,TFs and others,NELFA,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"13768336,97.5,1.3,5942",GSM2465103: C-NELF-Flavo-0-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,"treatment=40 min 1 µM flavopiridol, then 20 min 0.05% DMSO",antibody=NELF-A (A-20) (SCBT sc-23599),,
SRX2510825,hg38,TFs and others,NELFA,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"12383046,97.6,1.4,2903",GSM2465104: C-NELF-Flavo-10min-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,"treatment=40 min 1 µM flavopiridol, then 20 min 0.05% DMSO, then 10 min 300 µM H2O2",antibody=NELF-A (A-20) (SCBT sc-23599),,
SRX2510826,hg38,TFs and others,NELFA,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"15156726,97.3,1.3,5090",GSM2465105: C-NELF-Flavo-PJ34-0-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,"treatment=40 min 1 µM flavopiridol, then 20 min 20 µM PJ34",antibody=NELF-A (A-20) (SCBT sc-23599),,
SRX2510827,hg38,TFs and others,NELFA,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"13698422,97.1,1.3,3519",GSM2465106: C-NELF-Flavo-PJ34-10min-H2O2; Homo sapiens; ChIP-Seq,source_name=Adherent HeLa cells,tissue=Adherent HeLa cells,"treatment=40 min 1 µM flavopiridol, then 20 min 20 µM PJ34, then 10 min 300 µM H2O2",antibody=NELF-A (A-20) (SCBT sc-23599),,
SRX2511891,hg38,TFs and others,CDKN1B,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"24948727,97.9,4.9,1123",GSM2465927: P27 HCT G0; Homo sapiens; ChIP-Seq,source_name=colon cancer cells,cell line=colon cancer cell line HCT116,cell growth=G0 synchronized,"chip antibody=p27 (Santa Cruz, catalog# sc-528, lot# I 2115)",,
SRX2511892,hg38,TFs and others,KAT2B,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"24722567,98.0,6.0,1282",GSM2465928: PCAF HCT Asincro; Homo sapiens; ChIP-Seq,source_name=colon cancer cells,cell line=colon cancer cell line HCT116,cell growth=asynchronously growing,"chip antibody=PCAF (Abcam, catalog# ab12188, lot# GR88673-4)",,
SRX2512463,hg38,TFs and others,SREBF2,Pancreas,PANC-1,Tissue=Pancreas/Duct|Disease=Epithelioid Carcinoma,"37462865,96.3,9.3,977",GSM2466038: PANC-1 SREBP2-ChIPseq Con; Homo sapiens; ChIP-Seq,source_name=PANC-1 control SREBP2 ChIP,culture condition=Control (pH 7.4),ChIP=SREBP2,,,
SRX2512464,hg38,TFs and others,SREBF2,Pancreas,PANC-1,Tissue=Pancreas/Duct|Disease=Epithelioid Carcinoma,"34389028,96.9,8.2,1050",GSM2466039: PANC-1 SREBP2-ChIPseq pH; Homo sapiens; ChIP-Seq,source_name=PANC-1 low pH SREBP2 ChIP,culture condition=low pH (pH 6.8),ChIP=SREBP2,,SRX2512556,hg38
SRX2512919,hg38,TFs and others,FOXA1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"52821144,88.6,5.9,9232",GSM2466691: MCF7 FOXA1 ShCtrl; Homo sapiens; ChIP-Seq,source_name=MCF-7 breast cancer cells,cell line=MCF7,"chip antibody=FOXA1 antibodies mixed ab5089, ab23738",induction=ShCtrl,,
SRX2512920,hg38,TFs and others,FOXA1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"59734530,89.3,5.0,2838",GSM2466692: MCF7 FOXA1 ShMEN1; Homo sapiens; ChIP-Seq,source_name=MCF-7 breast cancer cells,cell line=MCF7,"chip antibody=FOXA1 antibodies mixed ab5089, ab23738",induction=ShMEN1,,
SRX2513052,hg38,TFs and others,TET2,Blood,Jurkat,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Lymphocytic,"59028698,45.6,31.1,37730",GSM2467007: Jurkat RUNX1KD TET2-ChIP-seq; Homo sapiens; ChIP-Seq,source_name=Jurkat,gender=male,tissue=Blood,"chip antibody=anti-human TET2 antibody (diagenode,cat no. c15410255)",,
SRX2513053,hg38,TFs and others,TET2,Blood,Jurkat,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Lymphocytic,"44980940,72.5,37.9,65986",GSM2467009: Jurkat NCKD TET2-ChIP-seq; Homo sapiens; ChIP-Seq,source_name=Jurkat,gender=male,tissue=Blood,"chip antibody=anti-human TET2 antibody (diagenode,cat no. c15410255)",,
SRX2513054,hg38,TFs and others,RUNX1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"43396022,88.5,12.4,105517",GSM2467011: 293T-RUNX1 RUNX1 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=HEK293T,gender=male,tissue=Kidney,"chip antibody=anti-human RUNX1 antibody (Abcam, cat.no ab23980)",,
SRX2513056,hg38,TFs and others,MEN1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"55242963,90.3,5.6,2881",GSM2466774: T47D Menin; Homo sapiens; ChIP-Seq,source_name=T47D breast cancer cells,"chip antibody=anti-Menin(MEN1) (A300-115A,Bethyl)",cell line=T47D,,,
SRX2513057,hg38,TFs and others,MEN1,Breast,MCF 10A,Primary Tissue=Breast|Tissue Diagnosis=Fibrocystic Disease,"42390829,92.5,9.9,2347",GSM2466775: MCF-10A Menin; Homo sapiens; ChIP-Seq,source_name=MCF-10A breast cancer cells,"chip antibody=anti-Menin(MEN1) (A300-115A,Bethyl)",cell line=MCF,,SRX2513497,hg38
SRX2514244,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"18754169,94.4,7.2,5163",GSM2467294: Tumor F ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor F (same patient as tumor B),tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514245,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"18569672,91.3,5.9,892",GSM2467295: Tumor G ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor G,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514246,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"23924152,67.3,15.0,761",GSM2467296: Tumor H ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor H,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514247,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"32296216,84.0,18.8,998",GSM2467297: Tumor I ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor I,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514248,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"20680117,98.2,1.4,1074",GSM2467298: Tumor J ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor J,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514249,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"15611205,96.6,6.9,715",GSM2467299: Tumor K ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor K,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514250,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"20899419,92.7,10.4,859",GSM2467300: Tumor 1 ERa; Homo sapiens; ChIP-Seq,source_name=Endometrial tumor of a non-tamoxifen-user 1,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514251,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"19444847,96.2,8.6,12421",GSM2467301: Tumor 2 ERa; Homo sapiens; ChIP-Seq,source_name=Endometrial tumor of a non-tamoxifen-user 2,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514252,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"30403020,62.0,7.8,5506",GSM2467302: Tumor 3 ERa; Homo sapiens; ChIP-Seq,source_name=Endometrial tumor of a non-tamoxifen-user 3,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514253,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"32936222,91.8,6.8,1518",GSM2467303: Tumor 4 ERa; Homo sapiens; ChIP-Seq,source_name=Endometrial tumor of a non-tamoxifen-user 4,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514254,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"14880365,94.9,4.6,617",GSM2467304: Tumor 5 ERa; Homo sapiens; ChIP-Seq,source_name=Endometrial tumor of a non-tamoxifen-user 5,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514255,hg38,TFs and others,ESR1,Uterus,"Carcinoma, Endometrioid",MeSH Description=An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.,"22411738,96.0,11.0,1120",GSM2467305: Tumor 6 ERa; Homo sapiens; ChIP-Seq,source_name=Endometrial tumor of a non-tamoxifen-user 6,tissue=endometrioid adenocarcinoma,chip antibody=ERa (SC-543; Santa Cruz),procedure=Chromatin IP against ERa,,
SRX2514366,hg38,TFs and others,GFP,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"53966719,96.3,14.4,1431",GSM2467349: GFP replicate 2; Homo sapiens; ChIP-Seq,"source_name=HeLa (Kyoto), GFP ChIP",cell line=HeLa (Kyoto),transfected plasmid=pIRESneo-EGFP,"chip antibody=GFP (Abcam, ab290, lot GR278073-1)",,
SRX2514368,hg38,TFs and others,GFP,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"39378710,99.4,1.9,20812",GSM2467351: GFP-N3 Y; Homo sapiens; ChIP-Seq,"source_name=HeLa (Kyoto), GFP-N3_Y ChIP",cell line=HeLa (Kyoto),transfected plasmid=pIRESneo-EGFP,"chip antibody=GFP (Abcam, ab290, lot GR278073-1)",,
SRX2514369,hg38,TFs and others,GFP,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"52870744,99.2,2.4,10088",GSM2467352: GFP-NY 3; Homo sapiens; ChIP-Seq,"source_name=HeLa (Kyoto), GFP-NY_3 ChIP",cell line=HeLa (Kyoto),transfected plasmid=pIRESneo-EGFP,"chip antibody=GFP (Abcam, ab290, lot GR278073-1)",,
SRX2514370,hg38,TFs and others,GFP,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"51865488,99.4,2.5,21335",GSM2467353: GFP-3 CY; Homo sapiens; ChIP-Seq,"source_name=HeLa (Kyoto), GFP-3_CY ChIP",cell line=HeLa (Kyoto),transfected plasmid=pIRESneo-EGFP,"chip antibody=GFP (Abcam, ab290, lot GR278073-1)",,
SRX2514371,hg38,TFs and others,GFP,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"59369809,98.8,6.6,9845",GSM2467354: GFP-Y C3; Homo sapiens; ChIP-Seq,"source_name=HeLa (Kyoto), GFP-Y_C3 ChIP",cell line=HeLa (Kyoto),transfected plasmid=pIRESneo-EGFP,"chip antibody=GFP (Abcam, ab290, lot GR278073-1)",,
SRX2514375,hg38,TFs and others,GFP,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"51000778,98.2,7.1,1425",GSM2467358: GFP replicate 1; Homo sapiens; ChIP-Seq,"source_name=HeLa (Kyoto), GFP ChIP",cell line=HeLa (Kyoto),transfected plasmid=pIRESneo-EGFP,"chip antibody=GFP (Abcam, ab290, lot GR278073-1)",,
SRX2524358,hg38,TFs and others,MYB,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"18913289,93.7,8.5,508",GSM2471412: MYB ChIP control replicate 1; Homo sapiens; ChIP-Seq,source_name=MV-411,cell type=leukemia cell line,treatment=none,"chip antibody=Abcam ab45150 Anti-v-Myb and c-Myb, rabbit monoclonal, Clone #EP769Y, lot # GR246427-10",,
SRX2524359,hg38,TFs and others,MYB,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"17870712,95.1,6.1,525",GSM2471413: MYB ChIP control replicate 2; Homo sapiens; ChIP-Seq,source_name=MV-411,cell type=leukemia cell line,treatment=none,"chip antibody=Abcam ab45150 Anti-v-Myb and c-Myb, rabbit monoclonal, Clone #EP769Y, lot # GR246427-10",,
SRX2524360,hg38,TFs and others,MYB,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"17354988,96.2,7.9,501",GSM2471414: MYB ChIP control replicate 3; Homo sapiens; ChIP-Seq,source_name=MV-411,cell type=leukemia cell line,treatment=none,"chip antibody=Abcam ab45150 Anti-v-Myb and c-Myb, rabbit monoclonal, Clone #EP769Y, lot # GR246427-10",,
SRX2524361,hg38,TFs and others,MYB,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"18983536,95.8,16.9,547",GSM2471415: MYB ChIP TG3 peptide control replicate 1; Homo sapiens; ChIP-Seq,source_name=MV-411,cell type=leukemia cell line,treatment=TG3 control peptide,"chip antibody=Abcam ab45150 Anti-v-Myb and c-Myb, rabbit monoclonal, Clone #EP769Y, lot # GR246427-10",,
SRX2524362,hg38,TFs and others,MYB,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"20032227,93.8,22.3,498",GSM2471416: MYB ChIP TG3 peptide control replicate 2; Homo sapiens; ChIP-Seq,source_name=MV-411,cell type=leukemia cell line,treatment=TG3 control peptide,"chip antibody=Abcam ab45150 Anti-v-Myb and c-Myb, rabbit monoclonal, Clone #EP769Y, lot # GR246427-10",,
SRX2524363,hg38,TFs and others,MYB,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"20485899,87.6,8.4,503",GSM2471417: MYB ChIP TG3 peptide control replicate 3; Homo sapiens; ChIP-Seq,source_name=MV-411,cell type=leukemia cell line,treatment=TG3 control peptide,"chip antibody=Abcam ab45150 Anti-v-Myb and c-Myb, rabbit monoclonal, Clone #EP769Y, lot # GR246427-10",,
SRX2524364,hg38,TFs and others,MYB,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"18519974,96.4,4.5,391",GSM2471418: MYB ChIP MYBMIM replicate 1; Homo sapiens; ChIP-Seq,source_name=MV-411,cell type=leukemia cell line,treatment=MYBMIM peptide,"chip antibody=Abcam ab45150 Anti-v-Myb and c-Myb, rabbit monoclonal, Clone #EP769Y, lot # GR246427-10",,
